12/1/2010,"1  linden court, kennedy park, ff",,Limerick,94409.5,No,"1++linden+court,+kennedy+park,+ff+Limerick" 
12/1/2010,"1 Woodland Grove, Killonan, Castletroy",,Limerick,310000,No,"1+Woodland+Grove,+Killonan,+Castletroy+Limerick" 
12/1/2010,"10 Bellswell, Daingean, County Offaly",,Offaly,91000,No,"10+Bellswell,+Daingean,+County+Offaly+Offaly" 
12/1/2010,"10 Pebble Drive, Pebble Beach, Tramore",,Waterford,55000,No,"10+Pebble+Drive,+Pebble+Beach,+Tramore+Waterford" 
12/1/2010,"112 Learg?n, Ballymoneen West, Galway",,Galway,275000,No,"112+Learg?n,+Ballymoneen+West,+Galway+Galway" 
12/1/2010,"13 THEFORGE AVENUE, THE FORGE, LUSK",,Dublin,250000,No,"13+THEFORGE+AVENUE,+THE+FORGE,+LUSK+Dublin" 
12/1/2010,"138A Morristown Wood, Newbridge",,Kildare,260000,No,"138A+Morristown+Wood,+Newbridge+Kildare" 
12/1/2010,"15 The Grove, Mounthawk, Tralee",,Kerry,255000,No,"15+The+Grove,+Mounthawk,+Tralee+Kerry" 
12/1/2010,"16  Rockdale, Mountrath Road, Portlaoise",,Laois,208000,No,"16++Rockdale,+Mountrath+Road,+Portlaoise+Laois" 
12/1/2010,"16 acres avenue, drumhalwy, drumshanbo",,Leitrim,121808,No,"16+acres+avenue,+drumhalwy,+drumshanbo+Leitrim" 
12/1/2010,"17 Carraig Beag, Drumalee",,Cavan,100000,No,"17+Carraig+Beag,+Drumalee+Cavan" 
12/1/2010,"17 McDonagh Road, Cork Road, Waterford",,Waterford,80000,No,"17+McDonagh+Road,+Cork+Road,+Waterford+Waterford" 
12/1/2010,"17 Tullaskeagh Drive, Roscrea",,Tipperary,80000,No,"17+Tullaskeagh+Drive,+Roscrea+Tipperary" 
12/1/2010,"18  The Crescent, Highfield Park  Carrigrohane, Ballincollig",,Cork,210000,No,"18++The+Crescent,+Highfield+Park++Carrigrohane,+Ballincollig+Cork" 
